VegID,EmissionType,CommonName,GenusGroup,Family,GrowthForm,Type,References,Comment,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6
Bambusa textilis,Arundo,textile bamboo,Bambusa,Poaceae,Herb,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bambusa vulgaris,Arundo,common bamboo,Bambusa,Poaceae,Btr,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bambusoideae,Bambusoideae,Bamboo,Bamboo,Poaceae,Shrub,subfamily,,,8,0.02,0.1,0.1,0.05,0.05,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Banksia,NoData,,Banksia,Proteaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Banksia ashbyi,NoData,Ashby's banksia,Banksia,Proteaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Banksia laricina,NoData,,Banksia,Proteaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Baphia,NoData,baphia,Baphia,Fabaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Baphia chrysophylla,NoData,,Baphia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Baphia massaiensis,NoData,,Baphia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Baptisia,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barringtonia,NoData,,Barringtonia,Lecythidaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barringtonia fusiocarpa,NoData,,Barringtonia,Lecythidaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barringtonia racemosa,NoData,,Barringtonia,Lecythidaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barringtonia sarcostachys,NoData,,Barringtonia,Lecythidaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barteria,NoData,,Barteria,Passifloraceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Barteria fistulosa,NoData,,Barteria,Passifloraceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bassia,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Batis,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia,NoData,bauhinia,Bauhinia,Fabaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia acuminata,NoData,,Bauhinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia blakeana,NoData,,Bauhinia,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia forficata,NoData,cow's-foot,Bauhinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia galpinii,NoData,African plume,Bauhinia,Fabaceae,Shrub,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia petersiana,NoData,,Bauhinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia purpurea,NoData,butterfly tree,Bauhinia,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia subsessilia,NoData,,Bauhinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia tomentosa,NoData,St. Thomas tree,Bauhinia,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia variegata,NoData,mountain ebony,Bauhinia,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bauhinia x blakeana,NoData,,Bauhinia,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bazzania,NoData,,Bazzania,Lepidoziaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bazzania trilobata,NoData,,Bazzania,Lepidoziaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Beaucarnea,NoData,,Beaucarnea,Liliaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Beaucarnea recurvata,NoData,bottle-palm,Beaucarnea,Liliaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Beaucarnea stricta,NoData,,Beaucarnea,Liliaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bebbia,NoData,,Bebbia,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Befaria,NoData,,Befaria,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bellucia,NoData,,Bellucia,Melastomataceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bellucia grossularioides,NoData,,Bellucia,Melastomataceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Benthamidia,Cornus,Previously Cornus (Dogwood),Cornus,Cornaceae,Btr,genus,from LFRDB,,0.6,0.02,0.02,0.02,0.05,0.4,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberidaceae,NoData,,Berberidaceae,Berberidaceae,Unknown,family,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis,Arundo,barberry,Berberis,Berberidaceae,Shrub,genus,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis aquafolium,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis dictyota,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis nervosa,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis nevinii,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis pinnata,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis thungbergii,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berberis trifoliata,Arundo,,Berberis,Berberidaceae,Unknown,species,,,8,0.02,0.4,0.4,0.2,0.2,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berchemia,Berchemia scandens,,Berchemia,Rhamnaceae,Shrub,genus,,,16,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berchemia scandens,Berchemia scandens,Alabama supplejack,Berchemia,Rhamnaceae,Shrub,species,,,16,0.02,0.2,0.2,0.1,0.1,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berchemia zeyheri,NoData,,Berchemia,Rhamnaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bergerocereus,NoData,,Bergerocereus,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berlandiera,NoData,,Berlandiera,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berlinia,NoData,,Berlinia,Fabaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berlinia bracteosa,NoData,,Berlinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berlinia confusa,NoData,,Berlinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berlinia grandifolia,NoData,,Berlinia,Fabaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bernardia,NoData,,Bernardia,TBD,Shrub,genus,from LFRDB,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Berula,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Beta,NoData,,Beta,Chenopodiaceae,Herb,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Beta vulgaris,NoData,common beet,Beta,Chenopodiaceae,Crop,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula,Betula,birch,Betula,Betulaceae,Btr,genus,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula alleghaniensis,Betula,yellow birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula costata,Betula,,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula davurica,Betula,,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula ermanii,Betula,,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula fruticosa,Betula,,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula glandulosa,Betula,resin birch,Betula,Betulaceae,Shrub,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula lenta,Betula,sweet birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula luminifera,Betula,,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula maximowicziana,Betula,monarch birch,Betula,Betulaceae,Unknown,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula nana,Betula,dwarf birch,Betula,Betulaceae,Shrub,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula nigra,Betula,river birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula occidentalis,Betula,water birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula papyrifera,Betula,paper birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula pendula,Betula,European white birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula platyphylla,Betula,Asian white birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula populifolia,Betula,gray birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula pubescens,Betula,downy birch,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betula utilis,Betula,,Betula,Betulaceae,Btr,species,,,0.05,0.02,0.1,1.8,0.02,0.02,0.02,0.05,0.01,0.01,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Betulaceae,NoData,,Betulaceae,Betulaceae,Unknown,family,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bidens,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bignonia,NoData,,Bignonia,Bignoniaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bignoniaceae,NoData,,Bignoniaceae,Bignoniaceae,Unknown,family,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bischofia,NoData,,Bischofia,Euphorbiaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bischofia javanica,NoData,Javanese bishopwood,Bischofia,Euphorbiaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bismarckia,NoData,,Bismarckia,Arecaceae,BTR,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bismarckia nobilis,NoData,,Bismarckia,Arecaceae,BTR,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bixa,NoData,,Bixa,Bixaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bixa orellana,NoData,lipsticktree,Bixa,Bixaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Blechnum,NoData,,Blechnum,Blechnaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Blechnum gibbum,NoData,,Blechnum,Blechnaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Blepharoneuron,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Blighia,NoData,blighia,Blighia,Sapindaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bocconia,NoData,,Bocconia,Papaveraceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bocconia frutescens,NoData,parrotweed,Bocconia,Papaveraceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Boerhavia,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bolusanthus,NoData,,Bolusanthus,Fabaceae,Btr,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bolusanthus speciosus,NoData,,Bolusanthus,Fabaceae,Btr,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bombax,NoData,,Bombax,Bombacaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bombax ceiba,NoData,red silk cottontree,Bombax,Bombacaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bommeria,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bonamia,NoData,,Bonamia,Convolvulaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Bonamia maripoides,NoData,,Bonamia,Convolvulaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Boraginaceae,NoData,,Boraginaceae,Boraginaceae,Unknown,family,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Borassus,NoData,,Borassus,Arecaceae,Unknown,genus,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Borassus aethiopium,NoData,,Borassus,Arecaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Borassus aethiopum,NoData,palmyra palm,Borassus,Arecaceae,Unknown,species,,,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
Borrichia,NoData,,TBD,TBD,TBD,genus,,LF CTCOG,4,0.02,0.12,0.12,0.06,0.06,0.04,0.05,0.06,0.04,1.6,0.24,0.7,0.4,1,0.1,0.2,0.04,1.6,0.5,0.8,0.3,0.4
